session_id,customer_age,account_tenure_days,previous_purchases,product_category,items_in_cart,cart_value,treatment,completed_purchase,Y0,Y1
2661,35-44,490,5,Home & Garden,5,49.08,0,1,1,1
2662,25-34,158,0,Electronics,4,42.64,0,1,1,1
2663,45-54,489,0,Fashion,5,31.47,0,0,0,0
2664,35-44,45,5,Sports & Outdoors,5,48.53,0,0,0,0
2665,25-34,309,0,Home & Garden,3,77.59,1,0,0,0
2666,45-54,226,2,Fashion,4,32.59,0,1,1,1
2667,25-34,407,3,Electronics,4,46.85,0,1,1,1
2668,45-54,124,1,Books & Media,4,79.76,1,1,1,1
2669,55+,125,0,Electronics,4,86.9,1,1,0,1
2670,25-34,77,0,Electronics,2,31.95,0,1,1,1
2671,35-44,191,0,Home & Garden,4,59.62,1,0,0,0
2672,25-34,498,0,Home & Garden,5,69.85,1,1,1,1
2673,25-34,308,3,Sports & Outdoors,4,53.09,1,1,1,1
2674,35-44,33,7,Fashion,2,81.99,1,1,0,1
2675,25-34,316,0,Fashion,3,90.11,1,1,0,1
2676,35-44,141,2,Electronics,3,157.17,1,0,0,0
2677,25-34,213,3,Home & Garden,2,87.95,1,1,0,1
2678,35-44,96,1,Fashion,5,28.05,0,0,0,0
2679,55+,62,1,Electronics,5,33.24,0,0,0,0
2680,35-44,180,6,Fashion,3,53.65,1,1,0,1
2681,35-44,88,3,Fashion,2,31.6,0,0,0,0
2682,55+,301,0,Electronics,7,93.83,1,1,1,1
2683,35-44,130,2,Fashion,4,62.85,1,1,0,1
2684,18-24,119,4,Fashion,3,32.65,0,0,0,0
2685,25-34,194,0,Electronics,5,63.64,1,0,1,0
2686,45-54,525,3,Home & Garden,4,60.63,1,1,1,1
2687,35-44,120,1,Sports & Outdoors,1,43.67,0,0,0,0
2688,25-34,132,0,Fashion,3,102.7,1,0,0,0
2689,25-34,121,0,Electronics,4,40.79,0,1,1,1
2690,45-54,196,0,Books & Media,1,12.56,0,1,1,0
2691,25-34,204,2,Electronics,2,46.57,0,1,1,0
2692,25-34,20,5,Electronics,2,22.98,0,0,0,1
2693,55+,7,0,Electronics,3,85.79,1,1,1,1
2694,35-44,102,0,Books & Media,2,37.93,0,0,0,1
2695,18-24,223,1,Electronics,4,67.16,1,1,1,1
2696,35-44,126,0,Books & Media,3,5.0,0,0,0,1
2697,18-24,26,0,Books & Media,1,29.59,0,0,0,1
2698,18-24,77,17,Electronics,3,76.56,1,0,1,0
2699,25-34,218,0,Fashion,4,44.29,0,1,1,1
2700,35-44,758,0,Electronics,5,49.18,0,0,0,1
2701,45-54,412,6,Electronics,4,60.38,1,1,1,1
2702,45-54,167,0,Electronics,4,81.82,1,0,0,0
2703,25-34,112,7,Home & Garden,4,39.46,0,0,0,1
2704,25-34,67,2,Electronics,1,75.86,1,1,0,1
2705,45-54,250,7,Fashion,7,49.97,0,1,1,1
2706,25-34,212,3,Fashion,5,35.87,0,1,1,1
2707,35-44,300,3,Electronics,5,75.36,1,0,1,0
2708,25-34,295,3,Home & Garden,5,107.75,1,1,0,1
2709,25-34,148,6,Fashion,2,92.6,1,0,0,0
2710,35-44,205,4,Fashion,2,68.09,1,0,0,0
2711,55+,86,3,Home & Garden,6,59.78,1,0,0,0
2712,25-34,131,3,Electronics,6,72.63,1,0,0,0
2713,55+,22,3,Home & Garden,3,53.34,1,1,0,1
2714,18-24,234,0,Fashion,2,95.38,1,1,0,1
2715,18-24,77,1,Fashion,6,46.68,0,0,0,0
2716,45-54,190,2,Home & Garden,5,31.53,0,1,1,1
2717,55+,222,4,Sports & Outdoors,5,22.59,0,0,0,1
2718,35-44,9,1,Home & Garden,5,55.0,1,0,1,0
2719,25-34,88,3,Electronics,6,79.94,1,0,0,0
2720,35-44,144,7,Electronics,5,32.15,0,1,1,1
2721,35-44,220,5,Electronics,4,69.34,1,1,1,1
2722,35-44,180,0,Electronics,5,59.27,1,1,1,1
2723,18-24,91,1,Fashion,1,109.58,1,0,0,0
2724,18-24,39,0,Home & Garden,4,90.31,1,1,0,1
2725,25-34,254,1,Fashion,1,83.72,1,1,1,1
2726,25-34,326,8,Fashion,5,35.08,0,1,1,1
2727,25-34,401,3,Home & Garden,4,46.59,0,1,1,1
2728,25-34,89,3,Books & Media,4,20.57,0,0,0,1
2729,55+,412,0,Home & Garden,1,68.85,1,1,1,1
2730,25-34,331,1,Home & Garden,4,32.53,0,1,1,0
2731,45-54,325,2,Fashion,4,48.7,0,0,0,1
2732,35-44,306,0,Sports & Outdoors,2,52.14,1,1,0,1
2733,25-34,141,2,Fashion,3,41.46,0,1,1,1
2734,35-44,146,0,Books & Media,4,40.81,0,0,0,0
2735,25-34,243,5,Fashion,2,114.15,1,0,0,0
2736,35-44,360,1,Fashion,6,43.45,0,0,0,1
2737,35-44,297,0,Books & Media,4,37.55,0,0,0,1
2738,25-34,367,1,Sports & Outdoors,2,73.1,1,1,1,1
2739,55+,20,3,Electronics,6,156.27,1,1,1,1
2740,45-54,229,0,Home & Garden,2,41.5,0,0,0,0
2741,45-54,210,0,Electronics,7,102.19,1,0,1,0
2742,35-44,37,1,Home & Garden,2,39.54,0,0,0,1
2743,45-54,129,0,Electronics,3,117.57,1,1,0,1
2744,35-44,247,2,Fashion,4,89.59,1,1,0,1
2745,45-54,267,0,Home & Garden,6,67.51,1,1,1,1
2746,25-34,499,0,Fashion,5,56.64,1,1,0,1
2747,35-44,252,1,Fashion,3,31.9,0,0,0,1
2748,45-54,269,1,Home & Garden,2,141.55,1,1,1,1
2749,25-34,257,4,Home & Garden,5,82.68,1,1,0,1
2750,18-24,133,0,Fashion,4,72.94,1,0,1,0
2751,25-34,296,0,Home & Garden,4,91.25,1,1,1,1
2752,25-34,306,1,Electronics,3,32.47,0,1,1,0
2753,45-54,122,1,Fashion,4,81.32,1,0,0,0
2754,55+,334,3,Electronics,3,62.09,1,0,1,0
2755,35-44,98,2,Fashion,2,62.41,1,1,0,1
2756,18-24,41,0,Fashion,3,50.7,1,0,0,0
2757,35-44,157,2,Electronics,4,72.08,1,0,1,0
2758,25-34,70,0,Electronics,5,52.84,1,0,1,0
2759,35-44,416,0,Books & Media,1,30.38,0,0,0,0
2760,25-34,46,2,Fashion,2,119.8,1,0,1,0
2761,35-44,118,0,Fashion,4,31.31,0,0,0,0
2762,18-24,148,6,Home & Garden,3,60.62,1,1,0,1
2763,25-34,408,0,Fashion,2,95.71,1,0,1,0
2764,45-54,102,5,Books & Media,2,9.51,0,1,1,1
2765,35-44,221,2,Home & Garden,4,73.46,1,0,0,0
2766,25-34,781,0,Electronics,5,35.52,0,1,1,0
2767,25-34,178,0,Books & Media,5,12.34,0,1,1,1
2768,35-44,249,0,Books & Media,3,99.81,1,1,0,1
2769,35-44,476,1,Fashion,6,36.59,0,0,0,0
2770,18-24,386,0,Fashion,4,53.11,1,1,1,1
2771,55+,289,9,Fashion,4,80.89,1,1,0,1
2772,45-54,468,0,Fashion,5,46.44,0,0,0,1
2773,18-24,174,1,Electronics,4,132.32,1,0,1,0
2774,55+,208,0,Electronics,2,28.99,0,0,0,1
2775,45-54,256,1,Electronics,5,105.38,1,1,1,1
2776,45-54,359,0,Home & Garden,2,57.9,1,0,0,0
2777,18-24,228,0,Electronics,3,77.43,1,1,1,1
2778,25-34,190,7,Fashion,3,45.91,0,0,0,1
2779,35-44,32,0,Fashion,5,77.89,1,1,0,1
2780,55+,191,0,Electronics,4,65.21,1,0,1,0
2781,25-34,213,3,Home & Garden,6,46.09,0,0,0,0
2782,25-34,175,1,Fashion,5,91.98,1,1,1,1
2783,25-34,122,5,Books & Media,7,106.55,1,1,1,1
2784,35-44,393,7,Home & Garden,3,73.69,1,1,0,1
2785,25-34,251,0,Electronics,5,71.95,1,0,0,0
2786,25-34,160,0,Electronics,3,92.54,1,1,1,1
2787,25-34,73,0,Books & Media,3,46.85,0,0,0,1
2788,25-34,101,2,Electronics,5,59.19,1,1,1,1
2789,45-54,325,1,Fashion,4,73.27,1,0,1,0
2790,45-54,158,7,Home & Garden,2,63.13,1,0,1,0
2791,55+,416,11,Books & Media,5,37.24,0,0,0,0
2792,35-44,114,1,Fashion,4,50.45,1,0,1,0
2793,45-54,23,0,Sports & Outdoors,3,45.74,0,1,1,1
2794,55+,237,2,Electronics,7,64.09,1,1,0,1
2795,25-34,221,3,Home & Garden,5,35.7,0,0,0,0
2796,45-54,194,2,Home & Garden,6,61.52,1,0,1,0
2797,55+,431,0,Sports & Outdoors,3,64.98,1,0,1,0
2798,45-54,317,0,Electronics,5,46.47,0,1,1,0
2799,35-44,323,0,Books & Media,5,34.48,0,0,0,0
2800,35-44,36,0,Books & Media,4,25.71,0,1,1,1
2801,35-44,39,1,Home & Garden,4,59.16,1,1,1,1
2802,55+,323,5,Home & Garden,4,157.6,1,0,1,0
2803,35-44,114,4,Fashion,3,40.67,0,1,1,0
2804,18-24,218,13,Home & Garden,7,40.89,0,1,1,0
2805,25-34,408,5,Home & Garden,5,45.05,0,1,1,1
2806,35-44,308,3,Home & Garden,2,95.72,1,0,1,0
2807,35-44,110,0,Electronics,7,136.32,1,1,1,1
2808,18-24,319,3,Books & Media,5,42.36,0,1,1,1
2809,25-34,395,1,Fashion,4,109.25,1,0,1,0
2810,18-24,89,4,Fashion,4,72.5,1,1,0,1
2811,25-34,252,0,Fashion,2,20.51,0,0,0,1
2812,35-44,61,2,Books & Media,4,41.93,0,0,0,1
2813,25-34,127,7,Books & Media,5,43.8,0,1,1,1
2814,35-44,327,3,Fashion,4,63.41,1,0,0,0
2815,45-54,379,0,Books & Media,6,28.2,0,0,0,0
2816,25-34,183,1,Fashion,4,64.83,1,1,0,1
2817,55+,328,0,Fashion,6,50.73,1,1,0,1
2818,25-34,399,0,Electronics,6,53.22,1,0,0,0
2819,55+,233,2,Electronics,5,73.9,1,0,0,0
2820,25-34,282,2,Books & Media,4,24.01,0,1,1,1
2821,18-24,380,1,Electronics,2,58.88,1,1,0,1
2822,25-34,207,1,Home & Garden,5,61.96,1,1,1,1
2823,55+,196,5,Electronics,5,48.5,0,1,1,0
2824,25-34,50,0,Books & Media,4,58.06,1,1,0,1
2825,18-24,409,3,Books & Media,2,102.65,1,1,0,1
2826,55+,269,0,Home & Garden,4,110.97,1,0,1,0
2827,25-34,197,1,Books & Media,1,62.24,1,0,0,0
2828,35-44,70,0,Books & Media,2,20.99,0,1,1,1
2829,45-54,183,0,Fashion,5,33.01,0,0,0,1
2830,18-24,121,2,Fashion,7,61.41,1,0,0,0
2831,35-44,128,0,Electronics,5,52.58,1,1,1,1
2832,25-34,316,1,Fashion,2,27.94,0,1,1,1
2833,25-34,135,1,Fashion,4,79.17,1,1,0,1
2834,25-34,244,4,Books & Media,2,92.69,1,1,1,1
2835,35-44,715,6,Home & Garden,4,73.3,1,1,0,1
2836,45-54,95,0,Books & Media,5,28.11,0,0,0,0
2837,35-44,151,3,Home & Garden,3,96.79,1,1,0,1
2838,25-34,154,7,Home & Garden,2,87.09,1,1,0,1
2839,35-44,90,4,Electronics,4,37.04,0,0,0,1
2840,35-44,131,7,Home & Garden,4,93.96,1,1,1,1
2841,25-34,123,0,Electronics,3,145.09,1,0,1,0
2842,35-44,71,1,Books & Media,6,34.95,0,1,1,0
2843,35-44,81,4,Electronics,4,48.98,0,0,0,1
2844,25-34,349,0,Books & Media,4,24.08,0,0,0,0
2845,55+,202,5,Books & Media,3,41.25,0,0,0,1
2846,18-24,238,0,Fashion,7,62.36,1,0,0,0
2847,35-44,451,1,Home & Garden,4,54.26,1,0,0,0
2848,18-24,85,5,Electronics,3,42.27,0,1,1,0
2849,35-44,309,2,Sports & Outdoors,6,30.55,0,1,1,1
2850,25-34,153,2,Electronics,3,28.95,0,1,1,0
2851,45-54,243,0,Fashion,3,73.14,1,1,0,1
2852,45-54,216,7,Home & Garden,6,41.12,0,0,0,0
2853,35-44,362,6,Fashion,3,50.96,1,1,1,1
2854,25-34,181,9,Fashion,4,91.13,1,1,1,1
2855,25-34,301,1,Home & Garden,5,113.08,1,0,1,0
2856,25-34,78,14,Sports & Outdoors,5,127.38,1,0,1,0
2857,35-44,421,5,Fashion,6,51.01,1,0,1,0
2858,25-34,297,2,Fashion,5,57.88,1,1,0,1
2859,25-34,492,8,Fashion,3,82.46,1,1,0,1
2860,35-44,110,1,Sports & Outdoors,4,39.75,0,0,0,0
2861,18-24,589,0,Books & Media,3,75.38,1,0,1,0
2862,25-34,121,1,Electronics,1,50.53,1,1,0,1
2863,55+,255,1,Books & Media,7,61.84,1,0,0,0
2864,18-24,44,9,Home & Garden,2,66.91,1,1,0,1
2865,25-34,527,3,Sports & Outdoors,3,37.3,0,1,1,1
2866,25-34,360,0,Home & Garden,7,72.27,1,1,1,1
2867,35-44,155,0,Home & Garden,2,39.21,0,1,1,0
2868,45-54,330,0,Home & Garden,4,77.36,1,1,1,1
2869,18-24,50,0,Fashion,1,61.08,1,0,1,0
2870,25-34,208,0,Electronics,5,47.68,0,0,0,1
2871,35-44,335,2,Sports & Outdoors,5,69.56,1,1,1,1
2872,55+,67,1,Electronics,6,30.6,0,1,1,0
2873,25-34,158,1,Books & Media,2,61.22,1,0,0,0
2874,35-44,188,3,Fashion,6,69.96,1,0,1,0
2875,18-24,167,1,Sports & Outdoors,5,65.42,1,1,0,1
2876,35-44,492,4,Electronics,3,99.23,1,1,0,1
2877,25-34,336,1,Fashion,3,32.06,0,1,1,1
2878,25-34,143,0,Fashion,3,81.12,1,0,1,0
2879,25-34,158,8,Electronics,5,136.1,1,1,1,1
2880,55+,215,0,Fashion,5,60.06,1,1,0,1
2881,35-44,198,5,Books & Media,3,38.96,0,0,0,0
2882,35-44,7,0,Books & Media,4,25.0,0,0,0,0
2883,35-44,175,1,Electronics,1,79.87,1,1,1,1
2884,45-54,269,1,Electronics,5,51.89,1,1,0,1
2885,55+,234,5,Electronics,6,59.52,1,0,0,0
2886,35-44,198,3,Electronics,4,141.61,1,0,1,0
2887,35-44,77,4,Books & Media,4,8.07,0,0,0,1
2888,35-44,43,6,Fashion,2,23.58,0,0,0,0
2889,45-54,80,2,Fashion,6,41.55,0,1,1,0
2890,25-34,380,1,Books & Media,2,43.82,0,0,0,0
2891,35-44,145,2,Sports & Outdoors,4,33.35,0,1,1,1
2892,25-34,82,0,Fashion,6,20.67,0,1,1,0
2893,55+,300,0,Fashion,1,68.51,1,0,1,0
2894,25-34,37,0,Fashion,3,77.33,1,1,1,1
2895,18-24,129,2,Books & Media,6,14.77,0,0,0,1
2896,35-44,149,4,Fashion,4,38.19,0,0,0,0
2897,35-44,109,6,Books & Media,2,31.66,0,1,1,1
2898,25-34,81,6,Fashion,7,24.6,0,1,1,0
2899,45-54,278,1,Sports & Outdoors,5,87.25,1,1,1,1
2900,25-34,402,3,Electronics,3,22.39,0,1,1,0
2901,45-54,153,1,Fashion,6,80.4,1,0,1,0
2902,45-54,124,4,Electronics,9,68.06,1,1,0,1
2903,35-44,105,1,Fashion,1,47.52,0,0,0,0
2904,35-44,218,0,Sports & Outdoors,4,41.89,0,0,0,1
2905,45-54,260,4,Home & Garden,3,60.53,1,0,1,0
2906,35-44,43,5,Home & Garden,4,53.47,1,1,0,1
2907,25-34,98,6,Home & Garden,6,43.82,0,1,1,0
2908,18-24,71,5,Electronics,2,58.66,1,0,0,0
2909,25-34,131,4,Home & Garden,4,35.46,0,0,0,1
2910,45-54,598,0,Home & Garden,3,151.82,1,1,1,1
2911,18-24,72,4,Electronics,2,147.16,1,0,0,0
2912,25-34,139,0,Home & Garden,2,33.49,0,0,0,1
2913,45-54,431,0,Sports & Outdoors,7,60.4,1,1,1,1
2914,25-34,263,6,Fashion,6,26.58,0,0,0,0
2915,35-44,37,2,Fashion,1,69.32,1,1,1,1
2916,18-24,277,2,Books & Media,4,48.3,0,1,1,0
2917,18-24,77,14,Sports & Outdoors,3,95.22,1,0,0,0
2918,18-24,33,1,Home & Garden,2,58.39,1,0,1,0
2919,35-44,694,1,Fashion,2,34.14,0,0,0,1
2920,35-44,296,2,Fashion,5,39.61,0,0,0,0
2921,55+,79,10,Fashion,5,23.66,0,1,1,0
2922,25-34,222,0,Books & Media,3,38.23,0,0,0,1
2923,25-34,95,1,Electronics,5,55.72,1,0,0,0
2924,25-34,57,2,Fashion,4,48.08,0,0,0,1
2925,35-44,353,5,Home & Garden,5,69.26,1,1,0,1
2926,45-54,388,2,Fashion,2,117.87,1,1,1,1
2927,25-34,514,1,Home & Garden,3,87.8,1,1,0,1
2928,35-44,493,4,Electronics,4,69.64,1,0,0,0
2929,18-24,105,3,Books & Media,7,26.06,0,0,0,1
2930,25-34,89,1,Electronics,3,71.48,1,0,0,0
2931,25-34,146,8,Electronics,5,115.48,1,1,1,1
2932,35-44,256,1,Fashion,5,31.37,0,1,1,0
2933,25-34,179,1,Books & Media,5,25.23,0,0,0,0
2934,25-34,318,4,Sports & Outdoors,3,30.24,0,0,0,0
2935,45-54,105,7,Home & Garden,4,53.73,1,0,1,0
2936,18-24,96,2,Electronics,4,100.72,1,0,1,0
2937,35-44,41,1,Sports & Outdoors,6,92.18,1,0,1,0
2938,25-34,174,4,Fashion,4,73.11,1,0,1,0
2939,45-54,184,2,Books & Media,4,33.66,0,0,0,0
2940,35-44,187,0,Books & Media,3,89.82,1,1,1,1
2941,18-24,291,1,Fashion,4,97.51,1,1,1,1
2942,55+,328,0,Electronics,4,69.98,1,1,1,1
2943,55+,70,1,Fashion,4,47.91,0,0,0,0
2944,25-34,42,1,Sports & Outdoors,7,69.75,1,1,1,1
2945,35-44,227,0,Books & Media,3,23.31,0,1,1,1
2946,45-54,656,0,Electronics,8,97.66,1,0,1,0
2947,35-44,752,0,Fashion,3,67.18,1,1,1,1
2948,35-44,340,0,Sports & Outdoors,3,76.64,1,0,0,0
2949,55+,30,8,Electronics,5,39.16,0,0,0,0
2950,25-34,75,0,Home & Garden,6,70.33,1,1,1,1
2951,18-24,273,0,Sports & Outdoors,3,26.24,0,0,0,1
2952,25-34,240,0,Books & Media,4,5.03,0,1,1,0
2953,35-44,79,1,Books & Media,4,37.79,0,0,0,1
2954,25-34,232,6,Home & Garden,2,55.86,1,1,1,1
2955,25-34,314,1,Fashion,3,33.21,0,0,0,0
2956,18-24,101,5,Books & Media,4,25.19,0,0,0,1
2957,45-54,208,4,Home & Garden,7,72.26,1,1,0,1
2958,25-34,259,0,Fashion,3,62.9,1,0,1,0
2959,35-44,145,2,Home & Garden,3,58.58,1,1,1,1
2960,55+,181,3,Books & Media,6,82.02,1,1,0,1
2961,35-44,391,2,Fashion,4,66.3,1,1,0,1
2962,25-34,407,3,Books & Media,3,10.97,0,1,1,0
2963,18-24,399,1,Home & Garden,7,91.63,1,0,0,0
2964,55+,44,2,Fashion,2,52.72,1,1,1,1
2965,25-34,53,1,Electronics,4,46.93,0,0,0,0
2966,25-34,342,0,Fashion,4,61.0,1,0,0,0
2967,45-54,399,5,Electronics,7,104.0,1,0,0,0
2968,25-34,271,0,Fashion,6,34.56,0,0,0,0
2969,25-34,153,3,Home & Garden,8,38.8,0,0,0,1
2970,45-54,42,5,Fashion,6,67.17,1,1,1,1
2971,25-34,142,5,Books & Media,2,52.33,1,1,0,1
2972,45-54,416,10,Electronics,8,41.08,0,0,0,1
2973,35-44,232,2,Electronics,7,59.5,1,0,1,0
2974,35-44,28,3,Books & Media,4,10.97,0,1,1,0
2975,25-34,185,0,Sports & Outdoors,4,51.7,1,0,0,0
2976,35-44,219,2,Fashion,4,37.04,0,1,1,0
2977,35-44,239,2,Home & Garden,5,35.42,0,0,0,1
2978,25-34,76,7,Books & Media,5,117.97,1,0,1,0
2979,18-24,69,0,Fashion,4,85.73,1,1,1,1
2980,25-34,247,5,Sports & Outdoors,5,38.2,0,1,1,1
2981,25-34,435,3,Fashion,4,111.97,1,0,1,0
2982,55+,425,0,Electronics,8,73.66,1,1,1,1
2983,35-44,261,0,Home & Garden,5,52.96,1,0,1,0
2984,25-34,52,0,Electronics,4,50.1,1,1,0,1
2985,25-34,18,0,Fashion,6,58.27,1,0,1,0
2986,18-24,168,0,Electronics,3,64.79,1,1,1,1
2987,35-44,399,8,Home & Garden,10,24.92,0,0,0,1
2988,25-34,163,1,Books & Media,5,52.66,1,0,1,0
2989,45-54,49,0,Electronics,3,57.19,1,1,0,1
2990,18-24,156,0,Home & Garden,6,56.97,1,0,1,0
2991,35-44,22,0,Fashion,3,55.51,1,1,0,1
2992,25-34,152,1,Books & Media,3,6.52,0,0,0,1
2993,45-54,222,9,Home & Garden,5,45.3,0,0,0,1
2994,25-34,387,0,Home & Garden,5,107.1,1,0,1,0
2995,35-44,190,0,Books & Media,2,30.86,0,0,0,1
2996,18-24,173,0,Home & Garden,2,46.14,0,0,0,0
2997,35-44,193,2,Sports & Outdoors,7,110.42,1,1,0,1
2998,25-34,263,5,Electronics,4,77.03,1,0,1,0
2999,25-34,172,1,Fashion,4,63.16,1,0,0,0
3000,18-24,333,4,Books & Media,3,38.78,0,0,0,0
3001,25-34,491,5,Electronics,5,56.04,1,1,1,1
3002,25-34,218,2,Home & Garden,2,85.98,1,1,1,1
3003,35-44,419,0,Electronics,7,102.99,1,0,0,0
3004,35-44,58,7,Sports & Outdoors,1,44.67,0,1,1,0
3005,25-34,200,0,Fashion,1,22.46,0,0,0,1
3006,45-54,95,1,Electronics,5,44.21,0,0,0,1
3007,25-34,227,1,Books & Media,3,14.86,0,0,0,1
3008,18-24,320,2,Electronics,5,80.78,1,0,1,0
3009,18-24,164,1,Fashion,3,53.36,1,1,0,1
3010,35-44,87,0,Home & Garden,4,41.16,0,1,1,0
3011,18-24,314,1,Fashion,4,95.64,1,0,0,0
3012,18-24,199,6,Home & Garden,4,56.36,1,1,1,1
3013,35-44,39,0,Fashion,2,54.27,1,0,1,0
3014,35-44,108,0,Electronics,4,69.13,1,1,1,1
3015,35-44,133,2,Books & Media,3,50.81,1,1,1,1
3016,18-24,69,0,Home & Garden,4,77.78,1,1,1,1
3017,18-24,300,2,Home & Garden,2,91.81,1,1,0,1
3018,45-54,186,0,Books & Media,2,16.32,0,0,0,1
3019,45-54,57,2,Home & Garden,7,52.85,1,0,1,0
3020,18-24,182,0,Electronics,4,94.86,1,0,0,0
3021,18-24,218,1,Home & Garden,2,50.58,1,0,0,0
3022,18-24,69,7,Electronics,4,63.18,1,1,1,1
3023,35-44,463,2,Sports & Outdoors,6,88.63,1,1,0,1
3024,35-44,47,0,Fashion,3,32.87,0,1,1,0
3025,25-34,110,2,Electronics,5,105.04,1,1,1,1
3026,45-54,40,0,Fashion,3,60.9,1,0,0,0
3027,35-44,186,0,Electronics,2,83.04,1,1,0,1
3028,25-34,171,2,Sports & Outdoors,3,85.1,1,0,1,0
3029,45-54,337,3,Electronics,3,79.83,1,0,1,0
3030,25-34,322,0,Fashion,3,32.89,0,1,1,1
3031,25-34,279,2,Fashion,3,64.48,1,1,1,1
3032,25-34,196,4,Electronics,4,101.45,1,1,1,1
3033,25-34,117,13,Books & Media,3,17.63,0,1,1,1
3034,35-44,260,8,Electronics,3,101.92,1,1,1,1
3035,25-34,146,5,Electronics,4,57.57,1,0,1,0
3036,55+,66,0,Home & Garden,7,55.2,1,0,1,0
3037,35-44,89,1,Electronics,2,56.78,1,0,0,0
3038,45-54,80,0,Electronics,3,53.48,1,0,1,0
3039,25-34,221,1,Fashion,5,87.97,1,1,1,1
3040,45-54,443,0,Fashion,5,25.13,0,0,0,1
3041,18-24,233,5,Electronics,2,49.93,0,1,1,0
3042,45-54,294,3,Books & Media,3,60.07,1,1,0,1
3043,25-34,124,0,Fashion,2,36.65,0,0,0,0
3044,18-24,78,0,Books & Media,4,17.58,0,1,1,0
3045,35-44,152,1,Fashion,8,38.89,0,1,1,1
3046,25-34,108,5,Books & Media,5,50.41,1,0,1,0
3047,35-44,119,5,Fashion,4,27.7,0,0,0,0
3048,18-24,229,0,Books & Media,4,64.91,1,1,0,1
3049,35-44,278,1,Electronics,4,48.77,0,1,1,1
3050,45-54,5,0,Home & Garden,3,92.08,1,0,1,0
3051,55+,259,0,Fashion,5,14.28,0,0,0,0
3052,55+,193,0,Fashion,4,71.03,1,1,0,1
3053,25-34,65,0,Books & Media,3,24.64,0,1,1,1
3054,25-34,210,0,Electronics,6,143.49,1,1,0,1
3055,25-34,95,3,Electronics,2,43.56,0,0,0,1
3056,25-34,243,2,Books & Media,3,27.22,0,1,1,1
3057,35-44,199,0,Electronics,4,49.75,0,1,1,1
3058,35-44,37,4,Home & Garden,8,93.17,1,1,0,1
3059,25-34,155,3,Fashion,6,16.02,0,1,1,0
3060,25-34,427,1,Books & Media,4,41.01,0,0,0,1
3061,45-54,51,0,Fashion,2,45.01,0,1,1,1
3062,45-54,159,0,Home & Garden,4,51.27,1,1,0,1
3063,25-34,240,1,Electronics,3,78.07,1,1,1,1
3064,18-24,230,0,Electronics,5,54.35,1,1,1,1
3065,18-24,236,1,Fashion,7,66.77,1,0,1,0
3066,25-34,54,0,Fashion,4,27.57,0,0,0,0
3067,55+,46,3,Fashion,5,46.25,0,1,1,1
3068,25-34,81,2,Fashion,3,81.39,1,1,0,1
3069,35-44,254,0,Home & Garden,3,59.26,1,1,1,1
3070,18-24,107,2,Books & Media,4,35.59,0,0,0,0
3071,25-34,308,3,Books & Media,4,30.22,0,0,0,1
3072,25-34,261,1,Home & Garden,4,67.31,1,1,0,1
3073,25-34,270,1,Sports & Outdoors,7,40.01,0,1,1,1
3074,25-34,94,3,Fashion,5,72.03,1,0,0,0
3075,25-34,443,1,Fashion,7,38.16,0,0,0,1
3076,25-34,100,8,Sports & Outdoors,3,80.22,1,1,0,1
3077,45-54,243,4,Home & Garden,5,71.14,1,1,1,1
3078,25-34,42,0,Electronics,7,69.37,1,0,1,0
3079,25-34,290,0,Fashion,2,44.22,0,1,1,1
3080,35-44,332,0,Fashion,5,39.92,0,1,1,0
3081,25-34,176,6,Electronics,6,56.12,1,0,1,0
3082,25-34,201,0,Electronics,5,67.68,1,1,0,1
3083,25-34,22,5,Electronics,7,47.0,0,1,1,0
3084,55+,220,0,Electronics,5,56.12,1,1,0,1
3085,25-34,87,12,Electronics,6,41.21,0,1,1,1
3086,18-24,179,1,Electronics,9,62.44,1,1,0,1
3087,25-34,134,1,Fashion,6,57.03,1,1,0,1
3088,35-44,41,5,Electronics,5,73.57,1,1,1,1
3089,35-44,116,2,Fashion,5,36.93,0,1,1,0
3090,25-34,394,0,Home & Garden,3,43.12,0,0,0,0
3091,25-34,74,0,Electronics,2,103.11,1,1,1,1
3092,35-44,374,3,Home & Garden,4,60.01,1,1,0,1
3093,55+,63,1,Fashion,2,25.54,0,0,0,0
3094,45-54,211,9,Fashion,6,55.99,1,0,1,0
3095,25-34,229,2,Home & Garden,2,27.89,0,1,1,1
3096,45-54,92,7,Electronics,6,45.7,0,0,0,1
3097,55+,172,1,Home & Garden,5,54.54,1,1,1,1
3098,25-34,191,4,Books & Media,6,52.95,1,0,0,0
3099,25-34,62,0,Electronics,2,66.08,1,0,1,0
3100,35-44,281,9,Electronics,7,59.84,1,0,0,0
3101,25-34,176,0,Electronics,2,40.16,0,1,1,1
3102,25-34,44,1,Electronics,4,57.52,1,0,1,0
3103,45-54,361,3,Fashion,7,77.4,1,1,0,1
3104,45-54,82,1,Home & Garden,3,44.25,0,1,1,1
3105,25-34,256,1,Electronics,3,57.23,1,1,0,1
3106,35-44,344,1,Electronics,5,102.87,1,1,1,1
3107,25-34,251,0,Electronics,4,51.44,1,1,1,1
3108,35-44,134,1,Fashion,4,37.4,0,1,1,1
3109,18-24,209,0,Sports & Outdoors,5,61.89,1,1,1,1
3110,25-34,173,1,Electronics,3,61.03,1,1,1,1
3111,55+,374,0,Fashion,2,35.63,0,1,1,1
3112,35-44,319,4,Books & Media,3,5.0,0,1,1,1
